16, 14.228908
16, 13.934158
16, 13.469049
16, 12.717885
16, 12.640197
16, 12.041363
16, 13.045555
16, 12.732643
16, 13.110879
16, 12.905293
32, 13.691267
32, 12.193687
32, 14.653797
32, 11.836061
32, 13.663354
32, 12.851338
32, 12.838302
32, 13.544212
32, 12.436471
32, 12.754498
64, 12.947167
64, 13.115825
64, 13.379597
64, 12.934170
64, 13.609299
64, 13.864974
64, 13.139266
64, 12.105021
64, 14.429058
64, 13.726695
128, 14.928001
128, 13.836589
128, 14.957823
128, 13.812838
128, 12.860038
128, 13.940238
128, 14.199533
128, 14.578129
128, 13.889904
128, 14.341636
256, 15.581911
256, 13.994959
256, 13.187907
256, 15.211240
256, 15.294009
256, 15.419821
256, 15.440006
256, 12.761039
256, 15.111973
256, 15.293975
512, 14.822031
512, 14.872887
512, 15.047130
512, 15.916904
512, 15.675685
512, 14.886801
512, 15.962789
512, 15.135374
512, 15.922958
512, 14.808183
1024, 16.160026
1024, 16.116052
1024, 16.504505
1024, 17.361040
1024, 16.442666
1024, 16.311274
1024, 16.177657
1024, 17.416501
1024, 16.163535
1024, 17.042082
