1.070166, 2.729536, 0.508256, 5.944438, 10.252397
1.040952, 2.740961, 0.398856, 5.967607, 10.148377
1.020930, 2.641187, 0.489861, 5.931769, 10.083747
1.562750, 3.490017, 0.484563, 5.001706, 10.539036
1.137836, 2.899696, 0.506909, 5.337148, 9.881589
0.942922, 2.461208, 0.426378, 5.360993, 9.191502
1.083319, 2.672633, 0.496837, 5.853851, 10.106640
1.071552, 2.792973, 0.441756, 5.546348, 9.852630
1.080891, 2.647208, 0.467908, 5.938641, 10.134648
1.623518, 3.518162, 0.366972, 5.065705, 10.574356
1.081380, 3.021926, 3.234956, 6.009492, 13.347753
1.035229, 2.702773, 0.376514, 5.500673, 9.615188
1.047323, 3.080314, 0.511235, 5.975094, 10.613966
0.970928, 2.660970, 0.382252, 5.327933, 9.342084
1.133815, 3.021259, 1.154127, 5.973357, 11.282558
1.606925, 3.629485, 0.285774, 5.034457, 10.556641
1.600017, 3.561184, 0.319749, 5.062995, 10.543946
1.125395, 3.004461, 0.486680, 5.898259, 10.514795
1.021313, 3.061890, 0.374897, 5.485046, 9.943146
1.042922, 3.052670, 0.410409, 5.529925, 10.035926
1.198922, 3.078202, 0.346654, 5.534360, 10.158139
1.258363, 3.133866, 0.350688, 5.506338, 10.249254
1.233778, 3.097538, 0.353884, 5.580069, 10.265268
1.266481, 3.148431, 0.362683, 5.514782, 10.292377
1.347000, 3.377382, 0.376026, 5.709881, 10.810289
1.300912, 3.281987, 0.397524, 5.818387, 10.798810
1.696758, 3.690833, 0.313706, 5.111164, 10.812461
1.118036, 2.726083, 0.441552, 5.451376, 9.737047
1.270194, 3.031651, 0.417221, 6.009515, 10.728581
1.252034, 3.041386, 0.401746, 5.985436, 10.680602
1.255968, 3.098354, 0.483028, 6.400962, 11.238312
1.208751, 3.120891, 0.412381, 6.156643, 10.898666
1.213255, 3.069887, 0.432808, 6.489889, 11.205838
1.226253, 3.295776, 0.475648, 6.339026, 11.336703
1.197942, 2.835140, 0.315951, 5.887100, 10.236133
1.230193, 3.094072, 0.443026, 6.378071, 11.145362
1.225853, 3.072030, 0.458524, 6.386536, 11.142943
1.262742, 3.099056, 0.360809, 6.392197, 11.114803
1.230954, 3.079353, 0.401738, 6.354273, 11.066317
1.220886, 3.112662, 0.517717, 6.453043, 11.304308
1.258860, 3.254201, 0.503887, 6.567542, 11.584490
1.244906, 3.416871, 0.379899, 6.153555, 11.195232
1.063681, 2.979241, 0.379058, 6.071191, 10.493170
1.229923, 3.237436, 0.417903, 6.590917, 11.476179
1.149151, 3.298874, 0.496802, 6.586671, 11.531497
1.243269, 3.295358, 0.446448, 6.631792, 11.616867
1.168520, 3.324384, 0.489467, 6.636573, 11.618945
1.074205, 2.934467, 0.377739, 5.938895, 10.325306
1.221263, 3.235384, 0.419092, 6.526023, 11.401762
1.242383, 3.305951, 0.437516, 6.579732, 11.565581
1.227961, 3.633965, 0.464423, 6.667229, 11.993577
1.224473, 3.601676, 0.459593, 6.710482, 11.996224
1.311277, 3.730005, 0.393030, 6.380632, 11.814944
1.323837, 3.621004, 0.453429, 6.690408, 12.088677
1.246504, 3.629026, 0.443026, 6.725467, 12.044023
1.231953, 3.659783, 0.466063, 6.711697, 12.069496
1.268955, 3.719784, 0.465330, 6.728019, 12.182087
1.318893, 3.683946, 0.461322, 6.699695, 12.163857
1.237030, 3.607675, 0.468701, 6.813306, 12.126712
1.222991, 3.626265, 0.483092, 6.710303, 12.042651
1.769821, 4.148454, 0.423553, 6.865686, 13.207514
1.693301, 4.220906, 0.427471, 6.857650, 13.199328
1.678897, 4.147107, 0.463143, 7.172154, 13.461301
1.807436, 4.150789, 0.547914, 7.044238, 13.550377
1.799277, 4.244218, 0.441711, 6.751253, 13.236459
1.777351, 4.188032, 0.423662, 6.822007, 13.211052
1.864149, 4.419952, 0.471079, 6.794716, 13.549896
1.842349, 4.145165, 0.433584, 7.150377, 13.571475
1.684628, 4.121680, 0.450038, 6.954583, 13.210929
1.844342, 4.135622, 0.411057, 7.129925, 13.520946
